阏#iêng1	iang1
㼆#iong5	uêng5
籝#iong5	uêng5
又#iu6	iu6
巧#kiou2	kiao2
敲#kiou1	kiao1
仡#keg4	kêg4
镢#kiêg4	kiag4
垦#keng2	kiang2
恳#keng2	kiang2
邝#kuang3	keng3
芹#keng5	kêng1
囷#keng5	kêng5
勤#keng5	kêng5
懃#keng5	kêng5
契#kiêg4	kiag4
契#siêg4	siag4
怯#kiag4	kiab4
孑#kiêg4	kiag4
劼#kiêg4	kiag4
诘#kiêg4	kiag4
衱#kiêg4	kiag4
挈#kiêg4	kiag4
挈#kiêh8	kioh8
颉#kiêg4	kiag4
蛣#kiêg4	kiag4
揳#kiêg4	kiag4
厥#kiêg8	kiag4
楔#siêg4	siag4
楔#kiêg4	kiag4
锲#kiêg4	kiag4
碶#kiêg4	kiag4
朅#kiêg4	kiag4
虢#kiêg4	kiag4
蕨#kiêg4	kiag4
劂#kiêg4	kiag4
撷#kiêg4	kiag4
噘#kiêg4	kiag4
嶡#kiêg4	kiag4
獗#kiêg4	kiag4
缬#kiêg4	kiag4
虩#kiêg4	kiag4
蹷#kiêg4	kiag4
襭#kiêg4	kiag4
矍#kiêg4	kiag4
攫#kiêg4	kiag4
钁#kiêg4	kiag4
磏#liam5	niam5
汧#kiêng1	kiang1
岍#kiêng1	kiang1
虔#kiêng1	kiang1
虔#kiêng5	kiang5
靬#kiêng1	kiang1
骞#kiêng1	kiang1
愆#kiêng1	kiang1
搴#kiêng1	kiang1
諐#kiêng1	kiang1
褰#kiêng1	kiang1
犬#kiêng2	kiang2
畎#kiêng2	kiang2
遣#kiêng2	kiang2
谴#kiêng2	kiang2
缱#kiêng2	kiang2
謇#kiêng2	kiang2
蹇#kiêng2	kiang2
硗#kiou1	kiao1
跷#kiou1	kiao1
墝#kiou1	kiao1
蹻#kiou1	kiao1
窍#kiou3	kiao3
翘#kiou5	kiao5
翘#kiou3	kiao3
躈#kiou3	kiao3
乔#kiou5	kiao5
侨#kiou5	kiao5
荞#kiou5	kiao5
荍#kiou5	kiao5
𥁢#kiou5	kiao5
䀉#kiou5	kiao5
烃#ting1	têng1
烃#king1	kêng1
轻#king1	kêng1
氢#king1	kêng1
𢭪#kiêh8	kioh8
𢭪#kiêh4	kioh4
腔#kiên1	kion1
惸#kiong5	kuêng5
圈#kuêng1	kuang1
扩#kuêg4	kuag4
宽#kuêng1	kuang1
款#kuêng2	kuang2
弮#kuêng1	kuang1
棬#kuêng1	kuang1
髋#kuêng1	kuang1
𨟠#kuêng1	kuang1
绻#kuêng2	kuang2
梡#kuêng2	kuang2
欵#kuêng2	kuang2
窾#kuêng2	kuang2
权#kuêng5	kuang5
茕#kuang5	kuêng5
惓#kuêng5	kuang5
琼#kuang5	kuêng5
蜷#kuang5	kuêng5
鬈#kuêng5	kuang5
挠#niou1	niao1
栗#liêg8	liag8
罱#lam2	nam2
罱#lam1	nam1
览#lam2	nam2
舰#lam2	nam2
揽#lam2	nam2
缆#lam2	nam2
腩#lam2	nam2
榄#lam2	nam2
漤#lam2	nam2
壈#lam2	nam2
𩅠#lam3	nam3
囡#lam5	nam5
岚#lam5	nam5
男#lam5	nam5
枏#lam5	nam5
侽#lam5	nam5
南#lam5	nam5
柠#lam5	nam5
娚#lam5	nam5
淋#lam5	nam5
婪#lam5	nam5
喃#lam5	nam5
楠#lam5	nam5
蓝#lam5	nam5
褴#lam5	nam5
蝻#lam5	nam5
滥#lam6	nam6
鳞#ling5	lêng5
赧#lang2	nang2
难#lang5	nang5
难#lang7	nang7
烂#lang6	nang6
捞#liou5	liao5
捞#liê5	lio5
髎#liou5	liao5
潦#liou5	liao5
潦#liou2	liao2
醪#liou5	liao5
峛#liêg8	liag8
浰#liêng7	liang7
列#liêg8	liag8
冽#liêg8	liag8
洌#liêg8	liag8
烈#liêg8	liag8
略#liêh8	lioh8
凓#liêg8	liag8
傈#liêg8	liag8
溧#liêg8	liag8
慄#liêg8	liag8
趔#liêg8	liag8
撂#liou7	liao7
篥#liêg8	liag8
鴷#liêg8	liag8
拈#liam6	niam6
粘#liam1	niam1
粘#liam5	niam5
黏#liam5	niam5
殓#liam2	niam2
敛#liam2	niam2
裣#liam2	niam2
蔹#liam2	niam2
潋#liam2	niam2
捻#liêng2	liang2
埝#liam6	niam6
奁#liam5	niam5
帘#liam5	niam5
廉#liam5	niam5
鲇#liam5	niam5
鲶#liam5	niam5
濂#liam5	niam5
臁#liam5	niam5
镰#liam5	niam5
蠊#liam5	niam5
鬑#liam5	niam5
念#liam6	niam6
念#liam7	niam7
唸#liam7	niam6
两#niê2	nio2
涊#liêng2	liang2
脸#liêng2	liang2
怜#liêng5	liang5
涟#liêng5	liang5
莲#liêng5	liang5
琏#liêng5	liang5
梁#niê5	nio5
梿#liêng5	liang5
量#niê5	nio5
裢#liêng5	liang5
联#liêng5	liang5
联#ling5	lêng5
粱#niê5	nio5
槤#liêng5	liang5
墚#niê5	nio5
鲢#ling5	lêng5
鲢#liêng5	liang5
吝#liêng6	liang6
恡#liêng6	liang6
悋#liêng6	liang6
蔺#liêng6	liang6
躏#liêng6	liang6
练#liêng7	liang7
炼#liêng7	liang7
链#liêng7	liang7
鰊#liêng7	liang7
䩍#liou1	liao1
了#liou2	liao2
了#liou3	liao3
钌#liou2	liao2
钌#liou3	liao3
蓼#liou2	liao2
憭#liou2	liao2
瞭#liou5	liao5
瞭#liou2	liao2
尥#liou3	liao3
辽#liou5	liao5
疗#liou5	liao5
聊#liou5	liao5
漻#liou5	liao5
僚#liou5	liao5
寥#liou5	liao5
寮#liou5	liao5
撩#liou5	liao5
嘹#liou5	liao5
獠#liou5	liao5
獠#riou5	riao5
缭#liou5	liao5
嫽#liou5	liao5
燎#liou5	liao5
瘳#liou5	liao5
镣#liou5	liao5
鹩#liou5	liao5
鹩#liou6	liao6
蹘#liou5	liao5
簝#liou5	liao5
蹽#liou5	liao5
飂#liou5	liao5
鹭#liou6	liao6
料#liou7	liao7
廖#liou7	liao7
辇#ling2	lêng2
邻#ling5	lêng5
粼#ling5	lêng5
遴#ling5	lêng5
嶙#ling5	lêng5
璘#ling5	lêng5
辚#ling5	lêng1
膦#ling5	lêng5
𪊲#ling5	lêng5
磷#ling5	lêng5
麟#ling5	lêng5
䀩#liêh4	lioh4
裸#lo2	lua2
劣#luêg4	luag4
阅#luêg4	luag4
捋#luêg4	luag4
埒#luêg4	luag4
锊#luêg4	luag4
𠼟#luêg4	luag4
酹#luêg4	luag4
圙#luêg4	luag4
鋝#luêg4	luag4
暖#ruêng2	ruang2
煖#luêng2	luang2
煗#luêng2	nuang2
恋#luêng3	luang3
峦#luêng5	luang5
孪#luêng5	luang5
娈#luêng5	luang5
挛#luêng5	luang5
栾#luêng5	luang5
脟#luêng5	luang5
鸾#luêng5	luang5
脔#luêng5	luang5
滦#luêng5	luang5
銮#luêng5	luang5
圝#luêng5	luang5
圞#luêng5	luang5
乱#luêng6	luang6
乱#ruêng6	ruang6
𤯦#lung3	nung3
嫩#lung3	nung3
能#lêng5	nêng5
哞#mong5	mou5
蔑#mig8	mêg8
茉#mag8	muag8
蠓#mong5	mou5
氓#ming5	mêng5
绵#miêng5	miang5
棉#miêng5	miang5
面#ming7	mêng7
靣#ming7	mêng7
灭#mig8	mêg8
丏#miêng2	miang2
免#miêng2	miang2
免#ming2	mêng2
沔#miêng2	miang2
闵#miêng2	miang2
黾#miêng2	miang2
眄#miêng2	miang2
勉#miêng2	miang2
娩#miêng2	miang2
𠊟#miêng2	miang2
悯#miêng2	miang2
勔#miêng2	miang2
冕#miêng2	miang2
敏#miêng2	miang2
偭#miêng2	miang2
渑#miêng2	miang2
渑#sing5	sêng5
湎#miêng2	miang2
湎#miêng5	miang5
湣#miêng2	miang2
湣#ming5	mêng5
缅#miêng2	miang2
缅#miêng5	miang5
愐#miêng2	miang2
惽#miêng2	miang2
愍#miêng2	miang2
腼#miêng2	miang2
僶#miêng2	miang2
慜#miêng2	miang2
鮸#miêng2	miang2
鳘#miêng2	miang2
喵#miou1	miao1
喵#ngiou1	ngiao1
䏚#miou2	miao2
杪#miou2	miao2
杳#miou2	miao2
秒#miou2	miao2
眇#miou2	miao2
淼#miou2	miao2
渺#miou2	miao2
缈#miou2	miao2
邈#miou2	miao2
藐#miou2	miao2
锚#miou5	miao5
鹋#miou5	miao5
妙#miou6	miao6
玅#miou6	miao6
宓#mig8	mêg8
谧#mig8	mêg8
嘧#mig8	mêg8
默#mig8	mêg8
蠛#mig8	mêg8
甭#ming2	mêng2
笢#ming2	mêng2
民#ming5	mêng5
泯#ming5	mêng5
抿#ming5	mêng5
苠#ming5	mêng5
岷#ming5	mêng5
珉#ming5	mêng5
眠#ming5	mêng5
缗#ming5	mêng5
摸#mong6	mou5
某#mong2	mou2
檬#mong5	mou5
贸#mong3	mou3
鄮#mong3	mou3
牟#mong5	mou5
侔#mong5	mou5
毪#mong5	mou5
谋#mong5	mou5
眸#mong5	mou5
蛑#mong5	mou5
蒙#mong5	mou5
懞#mong5	mou5
濛#mong5	mou5
獴#mong5	mou5
麰#mong5	mou5
鹲#mong5	mou5
矇#mong5	mou5
礞#mong5	mou5
茂#mong6	mou6
袤#mong6	mou6
懋#mong6	mou6
妺#muêg8	muag8
锘#nab8	nag8
人#ring5	rêng5
蛲#ngiou5	ngiao5
恁#ning2	nêng2
娘#niê5	nio5
茑#ziou2	ziao2
茑#niou2	niao2
袅#niou2	niao2
嬝#niou2	niao2
绉#riou3	riao3
绉#niou3	niao3
皱#niou3	niao3
褭#niou3	niao3
唡#niê2	nio2
粮#niê5	nio5
让#niê7	nio7
阮#nguêng2	nguang2
䘼#ung2	ng2
橼#uêng5	uang5
研#ngiêng2	ngiang2
研#ngiêng5	ngiang5
研#ngoin2	ngain2
元#nguêng5	nguang5
元#ngeng5	ngêng5
讫#ngeg4	ngiag4
迄#ngeg4	ngiag4
圪#ngeg4	ngiag4
屹#ngeg4	ngiag4
汔#ngeg4	ngiag4
疙#ngeg4	ngiag4
慭#ngeng3	ngêng3
垠#ngeng5	ngêng5
訚#ngeng5	ngêng5
狺#ngeng5	ngêng5
银#ngeng5	ngêng5
龈#ngeng5	ngêng5
嚚#ngeng5	ngêng5
毅#ngi5	ngi6
疋#pig4	pêg4
啮#ngiêg4	ngiag4
齧#ngiêg4	ngiag4
臬#ngiêg8	ngiag8
嵲#ngiêg8	ngiag8
槷#ngiêg8	ngiag8
镍#ngiêg8	ngiag8
臲#ngiêg8	ngiag8
孽#ngiêg8	ngiag8
孼#ngiêg8	ngiag8
櫱#ngiêg8	ngiag8
蘖#ngiêg8	ngiag8
糵#ngiêg8	ngiag8
糱#ngiêg8	ngiag8
揅#ngiêng2	ngiang2
揅#ngiêng5	ngiang5
齴#ngiêng3	ngiang3
妍#ngiêng1	ngiang5
尧#ngiou5	ngiao5
垚#ngiou5	ngiao5
荛#ngiou5	ngiao5
荛#riou5	riao5
峣#ngiou5	ngiao5
玩#nguêng2	nguang2
朊#nguêng2	nguang2
顽#nguêng2	nguang2
忨#nguêng3	nguang3
刓#nguêng5	nguang5
芫#nguêng5	nguang5
芫#uêng5	uang5
沅#nguêng5	nguang5
抏#nguêng5	nguang5
原#nguêng5	nguang5
蚖#nguêng5	nguang5
蚖#uêng5	uang5
鼋#nguêng5	nguang5
嫄#nguêng5	nguang5
源#nguêng5	nguang5
塬#nguêng5	nguang5
螈#nguêng5	nguang5
羱#nguêng5	nguang5
愿#nguêng6	nguang6
願#nguêng6	nguang6
蹒#puêng5	puang5
嫳#piêg4	piag4
偏#piêng1	piang1
编#piêng1	piang1
犏#piêng1	piang1
蝙#piêng1	piang1
篇#piêng1	piang1
翩#piêng1	piang1
蹁#piêng1	piang1
片#piêng3	piang3
谝#piêng3	piang3
骗#piêng3	piang3
楩#piêng5	piang5
飑#piou1	piao1
剽#piou1	piao1
僄#piou1	piao1
嘌#piou1	piao1
缥#piou1	piao1
骠#piou1	piao1
飘#piou1	piao1
瘭#piou1	piao1
瓢#piou1	piao1
螵#piou1	piao1
儦#piou1	piao1
瀌#piou1	piao1
藨#piou1	piao1
飃#piou1	piao1
摽#piou2	piao2
摽#piou5	piao5
瞟#piou2	piao2
朴#piou5	piao5
嫖#piou5	piao5
闝#piou5	piao5
匹#pig4	pêg4
苉#pig4	pêg4
噼#pig4	pêg4
牝#ping2	pêng2
苹#ping5	pêng5
贫#ping5	pêng5
玭#ping5	pêng5
幈#ping5	pêng5
频#ping5	pêng5
濒#ping5	pêng5
矉#ping5	pêng5
蘋#ping5	pêng1
颦#ping5	pêng5
票#piê3	pio3
萍#piê5	pio5
薸#piê5	pio5
鳔#piê6	pio6
肨#puêng3	puang3
胖#puêng3	puang3
泼#puêg4	puag4
铢#puêg4	puag4
判#puêng3	puang3
拌#puêng3	puang3
幡#puêng1	puang1
膰#puêng1	puang1
燔#puêng1	puang1
璠#puêng1	puang1
藩#puêng1	puang1
蹯#puêng1	puang1
冸#puêng3	puang3
绊#puêng3	puang3
绊#puêng5	puang5
泮#puêng3	puang3
幋#puêng5	puang5
磐#puêng5	puang5
縏#puêng5	puang5
磻#puêng5	puang5
蟠#puêng5	puang5
鞶#puêng5	puang5
若#riêh8	rioh8
热#riêg8	riag8
爇#riêg8	riag8
然#riêng5	riang5
爪#riou2	riao2
扰#riou2	riao2
娆#riou5	riao5
娆#riou2	riao2
诏#riou3	riao3
沼#riou3	riao3
绕#riou3	riao3
遶#riou3	riao3
饶#riou5	riao5
桡#riê5	rio5
桡#riou5	riao5
趭#riou7	riao7
日#rig8	rêg8
驲#rig8	rêg8
囸#rig8	rêg8
刃#rim2	rêng2
仞#rim2	rêng2
饪#rim2	rim6
仁#ring5	rêng5
扔#rêng5	riong5
忈#ring5	rêng5
秂#ring5	rêng5
认#ring7	rêng7
尿#riê7	rio7
脲#riê7	rio7
辱#rog8	riog8
鄏#rog8	riog8
溽#rog8	riog8
蓐#rog8	riog8
缛#rog8	riog8
褥#rog8	riog8
𣭲#rong2	riong2
氄#rong2	riong2
仍#rong5	riong5
礽#rong5	riong5
戎#rong5	riong5
肜#rong5	riong5
茸#rong5	riong5
狨#rong5	riong5
绒#rong5	riong5
毧#rong5	riong5
说#ruêg8	ruag8
悦#ruêg8	ruag8
媵#êng3	uêng6
筲#siou1	siao1
先#soin1	sain1
先#sing1	sêng1
膻#ziêng1	ziang1
羴#ziêng1	ziang1
捎#siou1	siao1
梢#siou1	siao1
蛸#siou1	siao1
螋#siou1	siao1
鞘#siou1	siao1
食#sig8	sêg8
算#suêng3	suang3
渫#siêg4	siag4
设#siêg4	siag4
屑#siêg4	siag4
偰#siêg4	siag4
啬#siêg4	siag4
亵#siêg4	siag4
媟#siêg4	siag4
榍#siêg4	siag4
森#siam1	sim1
鲹#siam1	sim1
禅#siêng5	siang5
儃#siêng5	siang5
盛#sing5	sêng5
仙#siêng1	siang1
仚#siêng1	siang1
氙#siêng1	siang1
相#siê1	sio1
相#siên3	sion3
籼#siêng1	siang1
厢#siên1	sion1
酰#siêng1	siang1
镶#siên1	sion1
冼#siêng2	siang2
狝#siêng2	siang2
洗#siêng2	siang2
毨#siêng2	siang2
𣭡#siêng2	siang2
铣#siêng2	siang2
想#siên6	sion6
尠#siêng2	siang2
尟#siêng2	siang2
跣#siêng2	siang2
鲞#siên2	sion2
藓#siêng2	siang2
燹#siêng2	siang2
癣#siêng2	siang2
扇#siêng3	siang3
骟#siêng3	siang3
煽#siêng3	siang3
#siêng3	siang3
上#ziên6	zion6
上#ziên7	zion7
失#sig4	sêg4
室#sig4	sêg4
湜#sig8	sêg8
殖#sig8	sêg8
乭#ziêh8	zioh8
乭#sig8	sêg8
実#sig8	sêg8
实#sig8	sêg8
寔#sig8	sêg8
申#sing1	sêng1
屾#sing1	sêng1
辛#sing1	sêng1
身#sing1	sêng1
呻#sing1	sêng1
绅#sing1	sêng1
诜#sing1	sêng1
珅#sing1	sêng1
胂#sing1	sêng1
砷#sing1	sêng1
甡#sing1	sêng1
骍#sing1	sêng1
莘#sing1	sêng1
锌#sing1	sêng1
新#sing1	sêng1
燊#sing1	sêng1
薪#zing1	zêng1
薪#sing1	sêng1
慎#sim2	sêng2
讯#sing3	sêng3
汛#sing3	sêng3
囟#sing3	sêng3
迅#sing3	sêng3
芯#sing3	sêng3
信#sing3	sêng3
辰#sing5	sêng5
承#sing5	sêng5
神#sing5	sêng5
娠#sing5	sêng5
宸#sing5	sêng5
晨#sing5	sêng5
绳#sing5	sêng5
剩#sing5	sêng5
剩#sing7	sêng7
蜃#sing5	sêng5
蝇#sing5	sêng5
烧#siê1	sio1
霄#siou1	siao1
霄#siê1	sio1
小#siou2	siao2
小#siê2	sio2
惜#siêh4	sioh4
液#siêh8	sioh8
伤#siên1	sion1
箱#siên1	sion1
赏#siên2	sion2
肖#siou6	siao6
肖#siên3	sion3
肖#siou1	siao1
尝#siên5	siang5
偿#siên5	sion5
甞#siên5	sion5
邵#siou6	siao6
邵#siên7	sion7
尚#siên7	sion7
阐#siêng5	siang5
鋋#siêng5	siang5
澶#siêng5	siang5
嬗#siêng5	siang5
肾#siêng6	siang6
善#siêng6	siang6
鄯#siêng6	siang6
缮#siêng6	siang6
墠#siêng6	siang6
墡#siêng6	siang6
擅#siêng6	siang6
膳#siêng6	siang6
蟮#siêng6	siang6
鐥#siêng6	siang6
涮#suêng3	suang3
选#suêng2	suang2
汆#suêng3	suang3
䃠#suêng3	suang3
旋#suêng5	suang5
旋#suêng7	suang7
漩#suêng5	suang5
璇#suêng5	suang5
镟#suêng7	suang7
镟#suêng5	suang5
鏇#suêng7	suang7
鏇#suêng5	suang5
噀#suêng6	suang6
宵#siou1	siao1
消#siou1	siao1
逍#siou1	siao1
绡#siou1	siao1
弰#siou1	siao1
宿#siou1	siao1
萧#siou1	siao1
馊#siou1	siao1
搜#siou1	siao1
溲#siou1	siao1
翛#siou1	siao1
硝#siou1	siao1
销#siou1	siao1
痟#siou1	siao1
痟#siou2	siao2
飕#siou1	siao1
箫#siou1	siao1
潇#siou1	siao1
魈#siou1	siao1
㩋#siou1	siao1
蟏#siou1	siao1
𢸳#siou1	siao1
𢹱#siou1	siao1
筱#siou2	siao2
謏#siou2	siao2
少#ziê2	zio2
少#siou3	siao3
数#siou3	siao3
劭#siou6	siao6
卲#siou6	siao6
绍#siou6	siao6
肇#siou6	siao6
韶#siou6	siao6
餮#tiêg4	tiag4
餮#ziêng2	ziang2
澄#ting5	têng5
𠛪#tiê1	tio1
挑#tiou1	tiao1
挑#tiê1	tio1
粜#tiê3	tio3
屮#tiêg4	tiag4
彻#tiêg4	tiag4
撤#tiêg4	tiag4
澈#tiêg4	tiag4
辙#tiêg4	tiag4
天#tiêng1	tiang1
辿#tiêng1	tiang1
兲#tiêng1	tiang1
梴#tiêng1	tiang1
㥏#tiêng2	tiang2
沺#tiêng5	tiang5
畑#tiêng5	tiang5
畋#tiêng5	tiang5
钿#tiêng5	tiang5
畠#tiêng5	tiang5
嗔#zing1	zêng1
嗔#tiêng5	tiang5
阗#tiêng5	tiang5
填#tiêng5	tiang5
瞋#zing1	zêng1
瞋#tiêng5	tiang5
廛#tiêng5	tiang5
瀍#tiêng5	tiang5
躔#tiêng5	tiang5
湍#tuêng1	tuang1
团#tuêng5	tuang5
抟#tuêng5	tuang5
剸#tuêng5	tuang5
剸#zuêng1	zuang1
剸#zuêng2	zuang2
漙#tuêng5	tuang5
篅#tuêng5	tuang5
糰#tuêng5	tuang5
趁#ziêng2	ziang2
佻#tiou1	tiao1
迢#tiou1	tiao1
迢#tiou5	tiao5
怊#tiou1	tiao1
祧#tiou1	tiao1
超#tiou3	tiao3
超#tiou1	tiao1
龆#tiou1	tiao1
朓#tiou2	tiao2
脁#tiou2	tiao2
窕#tiou2	tiao2
眺#tiou2	tiao2
眺#tiou3	tiao3
艞#tiou3	tiao3
蜩#tiou5	tiao5
柱#tiou6	tiao6
砫#tiou6	tiao6
储#tu5	tu2
钺#uêg8	uag8
焥#uêg8	uag8
粤#uêg8	uag8
樾#uêg8	uag8
镬#uag8	uêg8
㠾#uêng1	uang1
弯#uêng1	uang1
冤#uêng1	uang6
眢#uêng1	uang6
鸳#uêng1	uang1
帵#uêng1	uang6
湾#uêng1	uang1
㾓#uêng1	uang1
塆#uêng1	uang1
鹓#uêng1	uang1
箢#uêng1	uang6
豌#uêng1	uang1
宛#uêng2	uang2
苑#uêng2	uang2
莞#uêng2	uang2
浣#uêng2	uang2
剜#uêng2	uang2
惋#uêng2	uang2
婉#uêng2	uang2
绾#uêng2	uang2
菀#uêng2	uang2
晼#uêng2	uang2
腕#uêng2	uang2
琬#uêng2	uang2
皖#uêng2	uang2
畹#uêng2	uang2
蜿#uêng2	uang2
踠#uêng2	uang2
鲩#uêng2	uang2
鯶#uêng2	uang2
怨#uêng3	uang3
掾#uêng3	uang3
汍#uêng5	uang5
芄#uêng5	uang5
贠#uêng5	uang5
岏#uêng5	uang5
员#uêng5	uang5
完#uêng5	uang5
袁#uêng5	uang5
烷#uêng5	uang5
缘#uêng5	uang5
猿#uêng5	uang5
椽#uêng5	uang5
辕#uêng5	uang5
嵴#zig4	zêg4
鹡#zig4	zêg4
瘠#zig4	zêg4
鲫#zig4	zêg4
蹐#zig4	zêg4
疾#zib8	zêg8
津#zing1	zêng1
真#zing1	zêng1
琎#zing1	zêng1
蓁#zing1	zêng1
獉#zing1	zêng1
榛#zing1	zêng1
禛#zing1	zêng1
臻#zing1	zêng1
拯#zing2	zêng2
赈#zing2	zêng2
进#zing3	zêng3
荐#zing3	zêng3
洊#zing3	zêng3
牮#zing3	zêng3
牮#ziêng3	ziang3
晋#zing3	zêng3
缙#zing3	zêng3
搢#zing3	zêng3
溍#zing3	zêng3
尽#zing6	zêng6
浕#zing6	zêng6
荩#zing6	zêng6
荩#ziêng2	ziang2
烬#zing6	zêng6
烬#ziêng2	ziang2
赆#zing6	zêng6
赆#ziêng2	ziang2
儘#zing6	zêng6
招#ziê1	zio1
招#ziou1	ziao1
椒#ziê1	zio1
蕉#ziê1	zio1
蕉#ziou1	ziao1
炤#ziê3	zio3
照#ziê3	zio3
曌#ziê3	zio3
瞾#ziê3	zio3
即#ziêg4	ziag4
卽#ziêg4	ziag4
唧#ziêg4	ziag4
晢#ziêg4	ziag4
晣#ziêg4	ziag4
质#ziêh4	zioh4
借#ziêh4	zioh4
锧#ziêh4	zioh4
礩#ziêh4	zioh4
祏#ziêh8	zioh8
炻#ziêh8	zioh8
鼫#ziêh8	zioh8
浆#ziên1	zion1
浆#ziên3	zion3
章#ziên1	zion1
慞#ziên1	zion1
獐#ziên1	zion1
樟#ziên1	zion1
仉#ziên2	zion2
桨#ziên2	zion2
蒋#ziên2	zion2
掌#ziên2	zion2
礃#ziên2	zion2
酱#ziên3	zion3
糨#ziên3	zion3
戋#ziêng1	ziang1
旃#ziêng1	ziang1
栴#ziêng1	ziang1
飦#ziêng1	ziang1
笺#ziêng1	ziang1
湔#ziêng1	ziang1
溅#ziêng2	ziang2
溅#ziêng1	ziang1
牋#ziêng1	ziang1
椾#ziêng1	ziang1
煎#ziêng1	ziang1
篯#ziêng1	ziang1
鹯#ziêng1	ziang1
鞯#ziêng1	ziang1
鳣#ziêng1	ziang1
饘#ziêng1	ziang1
诊#ziêng2	ziang2
饯#ziêng2	ziang2
殄#ziêng2	ziang2
轸#ziêng2	ziang2
胗#ziêng2	ziang2
疢#ziêng2	ziang2
袗#ziêng2	ziang2
疹#ziêng2	ziang2
畛#ziêng2	ziang2
剪#ziêng2	ziang2
紾#ziêng2	ziang2
揃#ziêng2	ziang2
践#ziêng2	ziang2
谫#ziêng2	ziang2
缜#ziêng2	ziang2
翦#ziêng2	ziang2
戬#ziêng2	ziang2
稹#ziêng2	ziang2
謭#ziêng2	ziang2
鬋#ziêng2	ziang2
劗#ziêng2	ziang2
譾#ziêng2	ziang2
战#ziêng3	ziang3
颤#ziêng3	ziang3
諓#ziêng6	ziang6
棁#zuêg4	zuag4
专#zuêng1	zuang1
䏝#zuêng1	zuang1
遄#zuêng1	zuang1
膞#zuêng1	zuang1
镌#zuêng1	zuang1
颛#zuêng1	zuang1
鐫#zuêng1	zuang1
啭#zuêng2	zuang2
攒#zuêng3	zuang3
馔#zuêng6	zuang6
撰#zuêng6	zuang6
譔#zuêng6	zuang6
籑#zuêng6	zuang6
䉵#zuêng6	zuang6
前#zoin5	zain5
蘸#ziou1	ziao1
辎#ze1	zu1
浙#zig4	ziag4
钊#ziou1	ziao1
昭#ziou1	ziao1
焦#ziou1	ziao1
谯#ziou1	ziao1
劁#ziou1	ziao1
僬#ziou1	ziao1
嶕#ziou1	ziao1
嶣#ziou1	ziao1
憔#ziou1	ziao1
噍#ziou1	ziao1
樵#ziou1	ziao1
礁#ziou1	ziao1
鹪#ziou1	ziao1
顦#ziou1	ziao1
鸟#ziou2	ziao2
嘦#ziou3	ziao3
醮#ziou3	ziao3
皭#ziou3	ziao3
哳#ziouh4	ziaoh4
钣#boin2	bain2
办#bang7	bain7
柈#puêng3	bang3
饭#huêng6	huam6
稗#poin7	poi7
哔#big8	biag8
荜#big8	biag8
弼#big8	biag8,piag8
瘪#big8	biag8
遍#biêng3	piang3
遍#bing3	bêng3
徧#bing3	bêng3
窆#biêng2	biang6
殡#bing3	bêng3
曼#bhuêng6	muang6
谩#bhuêng6	muang6
嫚#bhuêng6	muang6
漫#bhuêng6	muang6
墁#bhuêng6	muang6
慢#bhuêng6	muang6
蔓#bhuêng6	muang6
镘#bhuêng6	muang6
参#siam1	sim1
糍#zi5	zin5
齿#cin2	ci2
侈#cin2	ci2
匠#ciên7	cion7
绌#zuêg4	cuag4
鳝#cuain6	cuan6
吃#ngeg4	ngiag4
耿#guang2	kuêng2
见#hing7	hêng7
炅#guang2	kuêng2
䌹#guang2	kuêng2
烱#guang2	kuêng2
煚#guang2	kuêng2
褧#guang2	kuêng2
裹#lo2	lua2
矜#keng5	kêng1
逛#guang3	kuang5
逛#kuang1	kuang5
逛#guang6	kuang5
悬#hiêng5	hiang5
悬#huin5	hiang5
悬#ngui5	hiang5
番#hung1	hang1
掀#hioun1	hiaon1
瓦#ua1	ua2
眩#hing5	hêng5
擤#hngh4	hinh4
孕#hêng6	uêng6
纥#ngeg4	ngiag4
斡#uêg4	iag4
迎#ngiêng5	ngêng5
哟#iou1	io1
哟#iou7	io7
刊#kang5	kiang1
刊#kang1	kiang1
乞#keg4	kêg4
黏#liam1	niam1
捻#liam3	niam3
埝#niang3	liam3,niang3
莲#noin5	nai5
楝#noin7	nai7
暖#luêng2	nuang2
忍#rim2	rêng2
忍#lung2	nung2
乜#mih4	mêh4
耨#rog8	riog8
阮#ng2	uang2
诏#ziou3	ziao3
冗#rong2	riong2
糁#siam1	sim1
泝#sog4	suag4,su3
溯#sog4	suag4
塑#sog4	suag4
